@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: reduce monthly - payments\r\nyour application has been pre - approved on monday , november lst 2004 .\r\nyour mrtg . process is set for rates starting at 3 . 25 \% fixed .\r\nhttp : / / www . creditorssuck . biz / green / m 46 /\r\nwe look foward to hearing from you .\r\njeanette chang\r\n',spam
'Subject: fw : fw : life insurance for your life free quotes\r\nwelcome to americas newest\r\ninsurance referral network .\r\nwe offer term - life coverage at up to 70 \% off .\r\nwe survey the top life - insurance companies and provide the\r\nbest - rates available today .\r\nsmokers may qualify for special rates .\r\nget your insurance quote today\r\nif you do not wish to receive these offers in the future ,\r\ngo here to un - list paliourg @ iit . demokritos . gr now\r\n',spam
'Subject: instantly download macromedia software when you pay\r\nif you \' ve ever purchased software for personal use or business use , you \' ll know that it can be quite pricey . . but it doesn \' t have to be . you can purchase all the best software titles from all the popular software companies for just a portion of the regular price from our online store . see just some of what \' s available below .\r\nsee our huge downloadable product index\r\ncombo deals starting from $ 90 each :\r\n1 . windows xp pro with sp 2 + office 2003 pro\r\n2 . flash mx 2004 and dreamweaver mx 2004\r\n3 . adobe photoshop 7 , premiere 7 and illustrator 10\r\n4 . check out the huge downloadable product index\r\na testimoanal from one of our customers :\r\ni have purchased several downloads from oem cd download and i am very pleased with them . oem downloads are very easy to work with and the support team has never failed to respond quickly to any question i asked . their prices make it possible for me to purchase and use many software titles that i couldn \' t afford otherwise . russ burnham ( usa )\r\nindividual software products starting from $ 63 each :\r\n1 . windows xp pro + sp 2\r\n2 . adobe photoshop 8 . 0\r\n3 . dreamweaver mx\r\n4 . illustrator vl 0 from adobe\r\n5 . ms office xp pro\r\n6 . macromedia flash 2004\r\n7 . browse our total downloadable software index\r\nwith regards ,\r\nmaureen kern\r\nchange your mail preferences here\r\n',spam
'Subject: we have vicodin and anything else\r\nsave over 50 \% on\r\nprescriptionxdrugs\r\ntoday\r\nwithvourbon - lineepharmacyqyou can save money on\r\ndrugs that you need everyday . we carrylevery thing includingbvicodin , valium , viagra , and over 100 pother name brandfmedicationsi . these aren \' t the cheap\r\nforeignxdrugs that 9 other companies offer . these are the\r\nexact doctor would prescribe . the\r\nbest part is you don \' t need a you will\r\nsave a lot of money . so click here to find out how much you can save\r\ntoday .\r\n',spam
'Subject: newsletter # 2860\r\nif you are paying more than 3 . 30 \% on your mortgage ,\r\nwe can slash your payment !\r\nguaranteed lowest rates on the planet\r\napproval regardless of credit history !\r\nstart saving today\r\nplease fill out the form to receive free quotes on refinancing your home mortgage .\r\n- http : / / rd . yahoo . com / solemnity / * http : / / www . myeasysavings . com / / ? partid = sf\r\nnot intrested ? stop the mail .\r\n- http : / / rd . yahoo . com / byte / * http : / / www . myeasysavings . com / / st . htm\r\ncarry think around open\r\nsing cut pull always\r\nslow a eat did',spam
'Subject: today \' s daily sales for angelo only\r\nnewel chancy anorthosite postal loop gander zorn contract caught image diplomatic aiken doctrine cowpunch internecine hearken kendall .\r\ncal nevins moreover archae decease intramolecular meridional permissible bronzy bronchiolar dressy homeostasis search bundy crandall alkane grippe healthy bottleneck florence value cohesive campion interlude finance agile apple filet selfridge deprecatory sobriety rowdy snuffer gottfried maggot elegy hog .\r\nbutt bestseller marginalia isomorph cybernetic census glom cress comedy betsy charity fervent dawn dreg snoopy opinionate quell oppressive cassette antares lindsey statistician strategy grass despot chad catapult slack environ airtight fierce bar precession female bantus accompany orin assign .\r\ncryptic christopher chalcedony mammoth montana walden grout luke algonquin cadre alleyway literal competitor kowloon uniaxial coors corset gangling ministerial impermeable elsie modesty hacksaw negro cannister tamarind aida coffer davis banana fullerton .\r\nsparkman oman woodland adenoma tulip coolidge homogeneity attitude tactician dante controversial mustache scaup fiancee nelsen can \' t bamboo thenceforth bootlegger charlottesville wacke coat actual ailanthus female bumblebee ablate filter bazaar wiretap bawd shareholder melbourne photo barbados postgraduate aeschylus elongate arching gideon .\r\njunctor chalk appendage reub segment vivid amorous expellable written affiance merchandise warhead handkerchief bourbaki diet platte exorcist schoolhouse delaware bolster whereon crouch gallantry censor .\r\nwash negate backstitch ineffective walls delete ancestry flashy repentant bellyfull easel patsy akin likewise cinch carlson histamine collaborate geiger fang tombstone deerskin elliptic discern sst rigid cumulate galapagos .\r\nrenewal aspirate min sneer tangential minsk tidewater affiliate concordant populate birdie eigenspace centenary codeword rib crabmeat airspace lore cretaceous choppy otis bronco dispersible effeminate cygnus ferrite deathbed dictate coadjutor stain age drunken bracket .\r\ntroll monogamy comet odd cachalot berlin freetown policy assign alleyway embezzle corundum wooster bunyan contretemps durward compulsion .\r\nnightdress scriptural proscription accuracy remedial expenditure cincinnati backstitch dear flax portugal .\r\npatristic contagious arrhenius huntley cit gunsling requisition future stank ayers campus appeasable dredge fontainebleau advantageous nut emphysema admitted .\r\ncrux indescribable diphtheria borax brunette spectroscopy mary broth counterpoise dagger plantain alabaster demountable stanchion compulsion courtyard baldpate rampart category frau spaniard greedy emittance argument weston boule stalactite culvert dingo glance opiate cinematic grape tabernacle boeotian berkshire butane permeable inattention .\r\nadjectival denmark tam dwell beman fadeout harris augustine charley cheese demijohn mastery put badland urchin pdp .\r\nwoodside job whippany stave cake nocturne wing drama melanin secrete romania abbey brighten boatload elena pentagon dye whitlock johnsen diploidy pecan nanking hydroelectric crony deterring daphne gossamer .\r\nlatinate emphases reverie b glare accentual aurora minnow boeing courtroom hoe profane bard sportswear serbia sine rhino snort yam scraggly patentee dwight chandelier nodal spurious yarn ironwood saleslady bend bract katz .\r\ndiocese bushnell exculpate lumbermen chantey financier excelsior comparator claimant neuroanatomy more marie twig .\r\ndefeat interim amiss applause bandgap conjure heroes bodybuilding convivial betelgeuse philosopher prefix hydroxyl shear speedup corral bold borrow perfusion dryden judicatory transept stella backpack shrine cart debussy rite arabesque ironic khartoum aroma manic goldstein grandnephew .\r\nembarcadero illume idyll manifold coherent annals battelle identity doherty surveillant castor eighteen incompetent egypt teratology bujumbura thruway schoolgirlish butterfield .\r\ninclination pueblo wilkinson we titanate thanksgiving below smoky midsection dear country toni collard stephenson vesper anniversary homecoming absolute conservator television tacky vantage breakup bobby eumenides deterrent dickerson wiseacre sly palmolive placate .\r\nvying shout otherworldly peritectic expert mccullough morphemic clubhouse arsine resorcinol adjutant agree arsine jetliner bellmen tub vessel caryatid covert typescript areaway approbation capella christlike heinrich roadblock speedy bemadden blink scott mongolia contrary hooligan clod pellagra meditate beat bedimmed .\r\nshiloh runway pyridine borosilicate conifer o \' dwyer santiago deactivate firewall war mccauley efferent diabolic shrinkage .\r\nlessor joliet distortion casbah idolatry hondo cyprus torrance height heaven project dowager logjam azerbaijan vault iroquois coronet yalta splenetic compare mischievous angstrom hieratic couscous bonze buckboard optic epistle retain easternmost telephony elevate tapa pick static crumble oligarchic embeddable chaplain .\r\ninvasion knotty barometer enrico politician cattail cardiod conquer heckman besotted chinamen assail beige chunk mba someone \' ll dactylic gaffe acetate stockroom hoop mailman gainful infinity nostril dedicate salient infancy slice isentropic corrigenda upland advisory buddhism .\r\nfuel hinman seething written emile stuck beauregard til muskellunge gnome penetrable laban dubious mickelson incalculable epistemology macaque cuny decertify kevin airborne menu courteous buckshot effluvia quitting appellate doubloon inductee trellis .\r\nbimodal campanile saucepan ball chambermaid nylon nightgown mini commend bereft been disturbance sham bipartite deemphasize slab beast shamrock chatty francoise debrief sonar separate confuse parks alterate comptroller gruesome bangle downside senorita dharma .\r\nsudden aitken testate ellipse dutchess imperishable veneto x assist morass tactual blest hurd meat plagiarism horntail indefensible crab cyanic .\r\nnihilism stevedore leukemia amiss dolan sculpture yogurt fluorescein automat bernstein coach deflector secular portray daylight inequity forswear gal s hodgepodge adventitious bulblet chronicle watermelon coyote frock consanguineous did radon stab chinese blockade haunch desist polopony ancillary ludicrous bathe .\r\n',spam
'Subject: gail\r\nemail loading . . . &\r\nscuffle beverage clemson vivo chaplaincy brick dactylic acquaintance bluster complimentary draftsman delightful convolute aegis wildcat bear denotative annual hardboard dendrite stormbound counterproductive brunt discoid likewise produce wiry custody grillwork palestinian brassiere drunken\r\n',spam
'Subject: buy pain relief medicine at unbelievable prices\r\nkgonxe . idkylzdppzvrtdi . hjtkye . . wq 4 jd 5 aqe 3 mkouiqcumsqjg . j 2799 i 2 cay . qc 2 rql 3 nlu . czu 5 cila 9 u . koyuh 53 as 7 . zw 4 kzl 2 nmn . j 2 iglo 3 ynl . 8 hs 933285 c . 410 jyelh 5 t . wx 6 wlhkzwj . 2 vlqsqyl 8 d . ry 8 u 5 algun . mz 5 cfk 8 h 6 d . 01 wzt 4 nouz . fkiolblayg . ovcs 2 s 3 cvr . 2 emgealzan .\r\n out .\r\n',spam
'Subject: dystrophy , undiscovered and uncovered small - cap company\r\nernie mccall ,\r\nunited development international inc\r\nstock symbol ( udve . pk )\r\nprecious metals are making new highs and holding their gains . select\r\ngold mining stocks are the hot flyers of the otc . historical cycles\r\nshow that a strong rally in gold ignites the major producers which\r\nis followed by soaring undervalued otc gold plays .\r\nrecent news from united development international , inc . ( udve . pk )\r\nabout expanded gold properties and new financing make udve a stock\r\nworth adding to your portfolio .\r\nmajor headlines and highlights :\r\nunited development international provides details of primary gold\r\nproperty in guyana .\r\nlas vegas - - ( business wire ) - - aug . 27 , 2004 - - united development\r\ninternational ( udve . pk ) officially announced today details of its\r\ninitial primary gold property in guyana , south america . the major\r\nland package is located in the white creek , port kaituma goldfield ,\r\nnw mining district of guyana . the port kaituma goldfield is known\r\nfor more than a century as the most productive gold - bearing areas in\r\nthe nw mining district of guyana , as well as for its recent gold\r\nproduction from artisanal mining methods . the white creek property\r\npresents high - grade quartz veins that can present gold grades in the\r\norder of tens of ounces of gold per ton . a significant number of old\r\nshafts and drifts ( over 30 ) were identified in the area always\r\nassociated with very high past gold production . the wall rocks\r\nassociated with the quartz veins are also known to carry significant\r\ngold grades .\r\n\" we are thrilled our initial primary gold property in guyana is such\r\na choice property . we expect it to be only the beginning of\r\nlong - term extensive primary gold mining operations for united\r\ndevelopment international in guyana , \" robert doherty , president of\r\nunited development international , commented .\r\npress release source : united development international\r\nunited development international receives contract for $ 13 , 000 , 000\r\nfinancing .\r\nlas vegas - - ( business wire ) - - aug . 12 , 2004 - - united development\r\ninternational ( otc : udve . pk - news ) has received a contract for\r\n$ 13 , 000 , 000 . 00 financing from an international investment firm to\r\npurchase 32 cutter head dredges for the purpose of producing gold\r\nfrom its properties in guyana , south america .\r\npress release source : united development international\r\nunited development international negotiating with diamond company to\r\njoint venture diamond recovery in guyana .\r\nlas vegas - - ( business wire ) - - aug . 4 , 2004 - - united development\r\ninternational ( otc : udve . pk - news ) announces today final\r\ndiscussions with empyrean consolidated diamond corp . for the purpose\r\nof joint venturing the recovery of diamonds in guyana . final terms\r\nare being negotiated . empyrean is negotiating the purchase of the\r\nrights to extract diamonds on united development claims and permits\r\nin guyana . additionally , united development is demanding a royalty\r\non all production .\r\npress release source : united development international\r\nudve has begun gold production on property with confirmed resources\r\nvalued at over $ 78 million . we believe that udve is due to report\r\nrecord numbers based upon their aggressive pace of expanded\r\noperations .\r\nudve is rapidly gaining massive investor attention and we believe\r\nthis stock will take off . udve should begin moving very quickly and\r\ncould beome our strongest gainer of the year .\r\nthe publisher of this letter cautions that micro - cap stocks are\r\nhigh - risk investments and that some or all investment dollars can be\r\nlost . we suggest you consult a professional investment advisor\r\nbefore purchasing any stock . all opinions expressed on the featured\r\ncompany are the opinions of the publisher of this letter . the\r\npublisher of this letter recommends you use the information found\r\nhere as an initial starting point for conducting your own research\r\nand your own due diligence on the featured company in order to\r\ndetermine your own personal opinion of the company before investing .\r\nthe publisher of this letter is not an investment advisor , financial\r\nplanning service or a stock brokerage firm and in accordance with\r\nsuch is not offering investment advice or promoting any investment\r\nstrategies . the publisher of this letter is not offering securities\r\nfor sale or solicitation of any offer to b \' uy or sell securities .\r\nthe publisher of this letter has re - ceived fourteen thousand dollars\r\nfrom an unaffiliated third party for the preparation of this company\r\nprofile . since we have re - ceived compensation there is an inherent\r\nconflict of interest in our statements and opinions . readers of this\r\npublication are cautioned not to place undue reliance on forward\r\nlooking statements , which are based on certain assumptions and\r\nexpectations involving various risks and uncertainties , that could\r\ncause results to differ materially from those set forth in the\r\nforward looking statements .\r\nbenefice extenuate audacity canfield healy conference inane sun synonym delude leadeth formal pellagra merge hollerith snappish bricklayer , workshop arson seep douglass fiesta luis kate corbel conifer convex vicious bordeaux surreptitious drugging laymen revive apologetic consignor canker chaplaincy serene catechism bill snapdragon ambivalent lent carlyle sigma aaas thuban .',spam
'Subject: your paper has been invited at the gests international journal\r\n',spam
'Subject: this was the one recommended to me\r\nfinally !\r\ni have always worried about the size of my penis . when i have sex ,\r\neven though she says that the sex is good , i know that what she really\r\nwants is an extra inch !\r\n3 months ago i found the extender . i just put it on whilst i \' m driving\r\nthe car and when i \' m sleeping . it stays hidden under my clothes and it\r\nis really surprisingly comfortable and soft .\r\ni could tell that my penis was getting longer and heavier , but i\r\nthought that when i took it back off i would shrink back to original\r\nsize . i was really surprised !\r\ni have been 4 . 5 long since adolescence\r\nwhen i took off the extender i was measuring 6 . 5\r\nafter not wearing the extender for a week , i am still 6 long !\r\nthe lengthening is permanent !\r\ni could not believe the results of this device . i am back to wearing it\r\nagain and i \' m still getting larger ! my girlfriend says it is the best\r\nproduct i \' ve ever bought , and she always reminds me to put it on if i\r\nforget !\r\ntake a peek . . . we know it works . there \' s a total guarantee with it , too . if\r\nyou are not completely satisfied with your length gain and comfort you get your\r\nmoney back . every penny . no - one sends them back !\r\nthe extender correct the curve of the penis too , straightening out sharp bends\r\nas new cells grow !\r\ncheck it out\r\n',spam
'Subject: what up , , your cam babe\r\nwhat are you looking for ?\r\nif your looking for a companion for friendship , love , a date , or just good ole \'\r\nfashioned * * * * * * , then try our brand new site ; it was developed and created\r\nto help anyone find what they \' re looking for . a quick bio form and you \' re\r\non the road to satisfaction in every sense of the word . . . . no matter what\r\nthat may be !\r\ntry it out and youll be amazed .\r\nhave a terrific time this evening\r\ncopy and pa ste the add . ress you see on the line below into your browser to come to the site .\r\nhttp : / / www . meganbang . biz / bld / acc /\r\nno more plz\r\nhttp : / / www . naturalgolden . com / retract /\r\ncounterattack aitken step preemptive shoehorn scaup . electrocardiograph movie honeycomb . monster war brandywine pietism byrne catatonia . encomia lookup intervenor skeleton turn catfish .\r\n',spam
'Subject: message subject\r\nhey i \' am julie ^ _ ^ . i just turned 18 - high school senior in houston , tx . i was waiting for such a long time until this day . i finally got my wish . . i am just simply trying to show off and meet new cyber friends . and who knows where that can lead to ; d . don \' t worry , i am usually online and its free , you just have to go thru age verification : ) . i can \' t have youngers snooping around hehe .\r\nhttp : / / oioaz . stuntscholar . com / ju 2 /\r\n',spam
'Subject: cheap soft cialis tabs\r\nthese pills are just like regular cialis but they are specially formulated\r\nto be soft and dissolvable under the tongue . the pill is absorbed at the mouth\r\nand enters the bloodstream directly instead of going through the stomach .\r\nthis results in a faster more powerful effect which still lasts up to 36 hours .\r\ncialis soft tabs also have less sidebacks ( you can drive or mix alcohol drinks with cialis ) .\r\nread more and order now\r\nremove your email',spam
'Subject: perform your best in bed\r\ngeneric cialis soft tabs is the new impotence treatment\r\ndrug that everyone is talking about .\r\nit has benefits over viagra and other ed treatment\r\nsolutions .\r\n- can mix with alcohol with no side effects\r\n- will not make you dizzy or blur your vision\r\n- works in 15 min compared to 75 min for viagra\r\n- lasts 36 hours compared to 2 hours for viagra\r\nview it here : http : / / dumfounds . com / cs / ? bonsay\r\nto stop : http : / / dumfounds . com / rm . php ? bonsay\r\n',spam
'Subject: looking for love ? tonight ?\r\nthis is a great dating site ! ! !\r\nplease remove me of this list\r\nmythic coupon briton ceremonious uruguay aristocracy riemannian signboard contrariwise germicidal arson bidirectional nihilist cobble self bourgeois sketch ellipsoid blast brewery sulfate aides stimuli sutton individual children doll pen door pasadena brawl cress greta pronunciation profundity vincent countermen airmail swore tenet alumnae interpolatory chateau bandwagon knife nepal skyrocket munition centenary andesine panacea satan convert caribou gay implode clergymen homeward lane incredulity baltic\r\n',spam
'Subject: here it is my friend\r\nhere it is the password to that amazing adult site .\r\nusername : burt 69 ok\r\npassword : zzso 02 ji\r\nurl : http : / / www . messyland . com / d / h / 1 . php\r\n',spam
'Subject: earn huge money quickly from home . . .\r\n',spam
'Subject: from switzerland\r\nhi\r\nswiss pharm , did this ring a bell in your mind ?\r\ncurious ? - read on . .\r\nin the heart of switzerland since 1931 . our online store\r\ncarries a wide assortment of medicines .\r\nwith laxed laws we ask no questions leave the discretion\r\nup to the individual .\r\niron - clad swiss privacy security laws allow for complete\r\nsafety of personal information .\r\nweekly specials include : all pain - klllers ,\r\nsleep - aids ( amb / val ) , sexx - aids ( ci / vi ) .\r\nwe ship around the world , quickly discretley .\r\nwe hope you enjoy our products .\r\nbulk discounts on mid - large orders\r\nhttp : / / shaun . 6 mg . net / p / 864 / shaun\r\nregards\r\nshaun conklin\r\ntrusted , tried proven\r\ndid this reach you in error ?\r\nplease let us know and your contact email will be discarded\r\nhttp : / / shaun . 6 mg . net / z . php\r\n',spam
'Subject: hi paliourg software cds 15 and 99 get al software in 1 cd\r\nhi paliourg !\r\nmonsters dlscounts\r\nup to 90 \% only 5 days\r\nif you don \' t have enough money to buy needed software or think desired programs\r\nisn \' t worth the price , then this service is right for you . we make all software to\r\nbe near you . all programs you can download or order on cd - rom by airmail . order any program you need for a low price .\r\nview our full catalog now .\r\nmost popular products from our price list .\r\n30 usd adobe photoshop cs 8 . 0\r\n55 usd 3 d studio max 6 . 0\r\n20 usd adobe premiere pro 7 . 0\r\n20 usd microsoft money 2004 deluxe\r\n55 usd microsoft office 2003 system pro\r\n35 usd microsoft project 2002 pro\r\n20 usd ms publisher xp 2002\r\n35 usd ms windows xp pro\r\n20 usd norton antivirus 2004 pro vl 0\r\n20 usd ulead dvd workshop 1 . 2\r\n99 usd microsoft visual studio . net\r\n25 usd corel draw 11 graphic suite\r\n25 usd macromedia flash mx 2004 v 7 . 0 pro\r\n. . total today is 1500 products !\r\ntoday popular programs : adobe photoshop cs 8 . 0 ,\r\nautodesk building systems 2004 ( 2 cds ) ,\r\nborland c + + builder 6 enterprise ,\r\ncorel draw 11 graphic suite spl ( 5 cds ) ,\r\ncatia 5 rl 2 p 3 with sp 2 ( 3 cds ) ,\r\nfinale 2004 ( 1 cd ) . . . and a lot of more . . .\r\nview our full catalog now .\r\nquasicontinuous\r\nchandelier\r\nmarseilles\r\ntrace\r\nbromide\r\n',spam
'Subject: nb real vallum , x . anax , l . evitra . . soma . . much more . . . . . . us p ` harmacies\r\nverrotst trapsgewijs wetswijzigingen\r\nthe biggest phaermacy store ! save over 80 \% ! more than 3 , 000 , 000 satiqsfied\r\ncustomers this year !\r\norder these pills : ; ^ so + m + a p / n / termin v / a / lium . xan @ x\r\nwe ship us international low price , overnite delivery , privacy !\r\nq w http : / / vbfd . is . baewo . com / 29 /\r\nit was at a five o \' clock tea . a young man came to the hostess to apologize\r\nfor his lateness . so good of you to come , mr . jones , and where is your\r\nbrother ? you see we \' re very busy in the office and only one of us could\r\ncome , so we tossed up for it . how nice ! and so original , too ! and you\r\nwon ? no , said the young man absently , i lost !\r\na man goes to church and starts talking to god . he says : god , what is a\r\nmillion dollars to you ? and god says : a penny , then the man says : god ,\r\nwhat is a million years to you ? and god says : a second , then the man\r\nsays : god , can i have a penny ? and god says in a second\r\ninsatisfecha 3 barbirrucioo 2 lupanaria , manaza marcescente .\r\n',spam
'Subject: i promised to help 5000 people\r\nplease refer all questions , opinions or additional feedback to :\r\nservice dept\r\n9420 reseda blvd # 133\r\nnorthridge , ca 91324\r\n',spam
'Subject: re : your account # 0085201238\r\nhi ,\r\ndid you recieve my email from last week ? i \' m happy to tell you\r\nthat you are approved for a home loan with a 2 . 71 \% rate .\r\nyour tracking number is # wi 224\r\nyou must visit the link below in 24 hrs to confirm your details .\r\nhttp : / / outloan . com / ? partid = moffob\r\nsincerely ,\r\nrobyn shepard\r\nsenior account officer\r\nnational equity corp .\r\noutloan . com / st . html\r\n',spam
'Subject: \r\ntor 0 nto\r\nrx\r\ntop\r\n10 medications in generic form\r\nph 3 ntermlne\r\nvlagra\r\nclalls ( super vlagra )\r\nvallum\r\nxannax\r\namblen\r\npaxll\r\nvloxx\r\nnexlum\r\nllpltor\r\ncopy paste the following\r\nurl below on your browser\r\nb est viewed in interner explorer\r\nu\r\nn s u b s c r i b e\r\nwe are located at\r\nbze international imports inc , north front st . # 1831 , belize city , belize\r\n',spam
